"","county","county_code","year_code","month_code","preterm","non_preterm"
"1831","Onondaga County, NY","36067",2016,7,52,409
"1832","Onondaga County, NY","36067",2016,8,45,388
"1833","Onondaga County, NY","36067",2016,9,39,377
"1834","Onondaga County, NY","36067",2016,10,48,405
"1835","Onondaga County, NY","36067",2016,11,25,350
"1836","Onondaga County, NY","36067",2016,12,67,352
"1837","Onondaga County, NY","36067",2017,1,58,315
"1838","Onondaga County, NY","36067",2017,2,40,302
"1839","Onondaga County, NY","36067",2017,3,66,306
"1840","Onondaga County, NY","36067",2017,4,52,366
"1841","Onondaga County, NY","36067",2017,5,52,343
"1842","Onondaga County, NY","36067",2017,6,37,368
"1843","Onondaga County, NY","36067",2017,7,53,401
"1844","Onondaga County, NY","36067",2017,8,50,387
"1845","Onondaga County, NY","36067",2017,9,54,369
"1846","Onondaga County, NY","36067",2017,10,63,365
"1847","Onondaga County, NY","36067",2017,11,38,329
"1848","Onondaga County, NY","36067",2017,12,48,328
"1849","Ontario County, NY","36069",2007,1,0,79
"1850","Ontario County, NY","36069",2007,2,0,68
"1851","Ontario County, NY","36069",2007,3,17,69
"1852","Ontario County, NY","36069",2007,4,12,67
"1853","Ontario County, NY","36069",2007,5,0,66
"1854","Ontario County, NY","36069",2007,6,0,70
"1855","Ontario County, NY","36069",2007,7,0,84
"1856","Ontario County, NY","36069",2007,8,15,76
"1857","Ontario County, NY","36069",2007,9,0,78
"1858","Ontario County, NY","36069",2007,10,0,78
"1859","Ontario County, NY","36069",2007,11,0,70
"1860","Ontario County, NY","36069",2007,12,0,57
"1861","Ontario County, NY","36069",2008,1,0,87
"1862","Ontario County, NY","36069",2008,2,10,82
"1863","Ontario County, NY","36069",2008,3,0,79
"1864","Ontario County, NY","36069",2008,4,0,55
"1865","Ontario County, NY","36069",2008,5,12,74
"1866","Ontario County, NY","36069",2008,6,0,69
"1867","Ontario County, NY","36069",2008,7,0,81
"1868","Ontario County, NY","36069",2008,8,0,97
"1869","Ontario County, NY","36069",2008,9,11,75
"1870","Ontario County, NY","36069",2008,10,0,60
"1871","Ontario County, NY","36069",2008,11,0,86
"1872","Ontario County, NY","36069",2008,12,0,41
"1873","Ontario County, NY","36069",2009,1,0,71
"1874","Ontario County, NY","36069",2009,2,0,46
"1875","Ontario County, NY","36069",2009,3,0,72
"1876","Ontario County, NY","36069",2009,4,0,87
"1877","Ontario County, NY","36069",2009,5,0,51
"1878","Ontario County, NY","36069",2009,6,0,70
"1879","Ontario County, NY","36069",2009,7,0,75
"1880","Ontario County, NY","36069",2009,8,0,55
"1881","Ontario County, NY","36069",2009,9,0,54
"1882","Ontario County, NY","36069",2009,10,0,65
"1883","Ontario County, NY","36069",2009,11,0,73
"1884","Ontario County, NY","36069",2009,12,0,71
"1885","Ontario County, NY","36069",2010,1,0,49
"1886","Ontario County, NY","36069",2010,2,0,57
"1887","Ontario County, NY","36069",2010,3,0,83
"1888","Ontario County, NY","36069",2010,4,0,61
"1889","Ontario County, NY","36069",2010,5,0,61
"1890","Ontario County, NY","36069",2010,6,0,67
"1891","Ontario County, NY","36069",2010,7,0,76
"1892","Ontario County, NY","36069",2010,8,0,57
"1893","Ontario County, NY","36069",2010,9,0,58
"1894","Ontario County, NY","36069",2010,10,0,66
"1895","Ontario County, NY","36069",2010,11,0,72
"1896","Ontario County, NY","36069",2010,12,0,70
"1897","Ontario County, NY","36069",2011,1,0,80
"1898","Ontario County, NY","36069",2011,2,0,58
"1899","Ontario County, NY","36069",2011,3,0,71
"1900","Ontario County, NY","36069",2011,4,0,55
"1901","Ontario County, NY","36069",2011,5,0,48
"1902","Ontario County, NY","36069",2011,6,0,55
"1903","Ontario County, NY","36069",2011,7,0,77
"1904","Ontario County, NY","36069",2011,8,0,76
"1905","Ontario County, NY","36069",2011,9,0,73
"1906","Ontario County, NY","36069",2011,10,14,67
"1907","Ontario County, NY","36069",2011,11,0,51
"1908","Ontario County, NY","36069",2011,12,0,35
"1909","Ontario County, NY","36069",2012,1,0,45
"1910","Ontario County, NY","36069",2012,2,0,50
"1911","Ontario County, NY","36069",2012,3,0,82
"1912","Ontario County, NY","36069",2012,4,0,66
"1913","Ontario County, NY","36069",2012,5,0,80
"1914","Ontario County, NY","36069",2012,6,0,70
"1915","Ontario County, NY","36069",2012,7,0,86
"1916","Ontario County, NY","36069",2012,8,0,70
"1917","Ontario County, NY","36069",2012,9,0,69
"1918","Ontario County, NY","36069",2012,10,0,59
"1919","Ontario County, NY","36069",2012,11,11,58
"1920","Ontario County, NY","36069",2012,12,0,62
"1921","Ontario County, NY","36069",2013,1,0,84
"1922","Ontario County, NY","36069",2013,2,0,59
"1923","Ontario County, NY","36069",2013,3,0,62
"1924","Ontario County, NY","36069",2013,4,0,65
"1925","Ontario County, NY","36069",2013,5,0,52
"1926","Ontario County, NY","36069",2013,6,10,57
"1927","Ontario County, NY","36069",2013,7,0,69
"1928","Ontario County, NY","36069",2013,8,0,61
"1929","Ontario County, NY","36069",2013,9,0,65
"1930","Ontario County, NY","36069",2013,10,0,72
"1931","Ontario County, NY","36069",2013,11,0,78
"1932","Ontario County, NY","36069",2013,12,0,63
"1933","Ontario County, NY","36069",2014,1,0,81
"1934","Ontario County, NY","36069",2014,2,0,63
"1935","Ontario County, NY","36069",2014,3,0,55
"1936","Ontario County, NY","36069",2014,4,10,78
"1937","Ontario County, NY","36069",2014,5,0,96
"1938","Ontario County, NY","36069",2014,6,0,68
"1939","Ontario County, NY","36069",2014,7,0,69
"1940","Ontario County, NY","36069",2014,8,0,71
"1941","Ontario County, NY","36069",2014,9,0,65
"1942","Ontario County, NY","36069",2014,10,0,66
"1943","Ontario County, NY","36069",2014,11,0,53
"1944","Ontario County, NY","36069",2014,12,0,52
"1945","Ontario County, NY","36069",2015,1,0,50
"1946","Ontario County, NY","36069",2015,2,0,72
"1947","Ontario County, NY","36069",2015,3,0,62
"1948","Ontario County, NY","36069",2015,4,0,53
"1949","Ontario County, NY","36069",2015,5,0,64
"1950","Ontario County, NY","36069",2015,6,0,69
"1951","Ontario County, NY","36069",2015,7,0,83
"1952","Ontario County, NY","36069",2015,8,0,80
"1953","Ontario County, NY","36069",2015,9,0,70
"1954","Ontario County, NY","36069",2015,10,0,66
"1955","Ontario County, NY","36069",2015,11,0,55
"1956","Ontario County, NY","36069",2015,12,0,54
"1957","Ontario County, NY","36069",2016,1,0,43
"1958","Ontario County, NY","36069",2016,2,0,54
"1959","Ontario County, NY","36069",2016,3,10,66
"1960","Ontario County, NY","36069",2016,4,0,85
"1961","Ontario County, NY","36069",2016,5,0,61
"1962","Ontario County, NY","36069",2016,6,0,72
"1963","Ontario County, NY","36069",2016,7,0,64
"1964","Ontario County, NY","36069",2016,8,0,75
"1965","Ontario County, NY","36069",2016,9,0,68
"1966","Ontario County, NY","36069",2016,10,0,49
"1967","Ontario County, NY","36069",2016,11,0,58
"1968","Ontario County, NY","36069",2016,12,0,48
"1969","Ontario County, NY","36069",2017,1,0,38
"1970","Ontario County, NY","36069",2017,2,0,70
"1971","Ontario County, NY","36069",2017,3,11,69
"1972","Ontario County, NY","36069",2017,4,0,58
"1973","Ontario County, NY","36069",2017,5,0,73
"1974","Ontario County, NY","36069",2017,6,0,60
"1975","Ontario County, NY","36069",2017,7,0,73
"1976","Ontario County, NY","36069",2017,8,0,90
"1977","Ontario County, NY","36069",2017,9,0,67
"1978","Ontario County, NY","36069",2017,10,0,61
"1979","Ontario County, NY","36069",2017,11,0,56
"1980","Ontario County, NY","36069",2017,12,0,53
"1981","Orange County, NY","36071",2007,1,23,387
"1982","Orange County, NY","36071",2007,2,32,316
"1983","Orange County, NY","36071",2007,3,69,374
"1984","Orange County, NY","36071",2007,4,43,361
"1985","Orange County, NY","36071",2007,5,56,380
"1986","Orange County, NY","36071",2007,6,59,380
"1987","Orange County, NY","36071",2007,7,57,386
"1988","Orange County, NY","36071",2007,8,68,419
"1989","Orange County, NY","36071",2007,9,58,394
"1990","Orange County, NY","36071",2007,10,44,327
"1991","Orange County, NY","36071",2007,11,76,388
"1992","Orange County, NY","36071",2007,12,51,343
"1993","Orange County, NY","36071",2008,1,40,335
"1994","Orange County, NY","36071",2008,2,42,377
"1995","Orange County, NY","36071",2008,3,51,365
"1996","Orange County, NY","36071",2008,4,71,373
"1997","Orange County, NY","36071",2008,5,62,374
"1998","Orange County, NY","36071",2008,6,46,365
"1999","Orange County, NY","36071",2008,7,42,392
"2000","Orange County, NY","36071",2008,8,58,418
"2001","Orange County, NY","36071",2008,9,60,386
"2002","Orange County, NY","36071",2008,10,57,376
"2003","Orange County, NY","36071",2008,11,45,360
"2004","Orange County, NY","36071",2008,12,48,364
"2005","Orange County, NY","36071",2009,1,59,321
"2006","Orange County, NY","36071",2009,2,62,300
"2007","Orange County, NY","36071",2009,3,65,366
"2008","Orange County, NY","36071",2009,4,47,327
"2009","Orange County, NY","36071",2009,5,55,385
"2010","Orange County, NY","36071",2009,6,33,362
"2011","Orange County, NY","36071",2009,7,47,400
"2012","Orange County, NY","36071",2009,8,75,398
"2013","Orange County, NY","36071",2009,9,50,400
"2014","Orange County, NY","36071",2009,10,40,396
"2015","Orange County, NY","36071",2009,11,23,358
"2016","Orange County, NY","36071",2009,12,43,372
"2017","Orange County, NY","36071",2010,1,50,337
"2018","Orange County, NY","36071",2010,2,39,306
"2019","Orange County, NY","36071",2010,3,46,366
"2020","Orange County, NY","36071",2010,4,61,368
"2021","Orange County, NY","36071",2010,5,42,336
"2022","Orange County, NY","36071",2010,6,37,401
"2023","Orange County, NY","36071",2010,7,40,384
"2024","Orange County, NY","36071",2010,8,46,383
"2025","Orange County, NY","36071",2010,9,34,358
"2026","Orange County, NY","36071",2010,10,57,359
"2027","Orange County, NY","36071",2010,11,51,388
"2028","Orange County, NY","36071",2010,12,36,358
"2029","Orange County, NY","36071",2011,1,62,316
"2030","Orange County, NY","36071",2011,2,26,297
"2031","Orange County, NY","36071",2011,3,50,345
"2032","Orange County, NY","36071",2011,4,46,345
"2033","Orange County, NY","36071",2011,5,38,356
"2034","Orange County, NY","36071",2011,6,39,372
"2035","Orange County, NY","36071",2011,7,28,357
"2036","Orange County, NY","36071",2011,8,38,407
"2037","Orange County, NY","36071",2011,9,28,386
"2038","Orange County, NY","36071",2011,10,54,350
"2039","Orange County, NY","36071",2011,11,31,375
"2040","Orange County, NY","36071",2011,12,39,353
"2041","Orange County, NY","36071",2012,1,28,369
"2042","Orange County, NY","36071",2012,2,35,336
"2043","Orange County, NY","36071",2012,3,42,317
"2044","Orange County, NY","36071",2012,4,20,343
"2045","Orange County, NY","36071",2012,5,52,385
"2046","Orange County, NY","36071",2012,6,28,344
"2047","Orange County, NY","36071",2012,7,51,366
"2048","Orange County, NY","36071",2012,8,42,407
"2049","Orange County, NY","36071",2012,9,31,301
"2050","Orange County, NY","36071",2012,10,39,366
"2051","Orange County, NY","36071",2012,11,30,350
"2052","Orange County, NY","36071",2012,12,18,350
"2053","Orange County, NY","36071",2013,1,35,383
"2054","Orange County, NY","36071",2013,2,42,345
"2055","Orange County, NY","36071",2013,3,24,309
"2056","Orange County, NY","36071",2013,4,31,358
"2057","Orange County, NY","36071",2013,5,33,313
"2058","Orange County, NY","36071",2013,6,31,337
"2059","Orange County, NY","36071",2013,7,39,374
"2060","Orange County, NY","36071",2013,8,34,379
"2061","Orange County, NY","36071",2013,9,18,365
"2062","Orange County, NY","36071",2013,10,54,366
"2063","Orange County, NY","36071",2013,11,27,336
"2064","Orange County, NY","36071",2013,12,25,379
"2065","Orange County, NY","36071",2014,1,33,338
"2066","Orange County, NY","36071",2014,2,20,302
"2067","Orange County, NY","36071",2014,3,56,356
"2068","Orange County, NY","36071",2014,4,31,343
"2069","Orange County, NY","36071",2014,5,51,323
"2070","Orange County, NY","36071",2014,6,30,335
"2071","Orange County, NY","36071",2014,7,54,373
"2072","Orange County, NY","36071",2014,8,50,414
"2073","Orange County, NY","36071",2014,9,30,365
"2074","Orange County, NY","36071",2014,10,39,360
"2075","Orange County, NY","36071",2014,11,34,312
"2076","Orange County, NY","36071",2014,12,41,342
"2077","Orange County, NY","36071",2015,1,40,338
"2078","Orange County, NY","36071",2015,2,30,324
"2079","Orange County, NY","36071",2015,3,51,363
"2080","Orange County, NY","36071",2015,4,37,308
"2081","Orange County, NY","36071",2015,5,42,343
"2082","Orange County, NY","36071",2015,6,19,345
"2083","Orange County, NY","36071",2015,7,23,362
"2084","Orange County, NY","36071",2015,8,45,379
"2085","Orange County, NY","36071",2015,9,39,362
"2086","Orange County, NY","36071",2015,10,44,347
"2087","Orange County, NY","36071",2015,11,36,328
"2088","Orange County, NY","36071",2015,12,36,350
"2089","Orange County, NY","36071",2016,1,49,357
"2090","Orange County, NY","36071",2016,2,41,313
"2091","Orange County, NY","36071",2016,3,48,353
"2092","Orange County, NY","36071",2016,4,42,311
"2093","Orange County, NY","36071",2016,5,41,345
"2094","Orange County, NY","36071",2016,6,49,336
"2095","Orange County, NY","36071",2016,7,51,346
"2096","Orange County, NY","36071",2016,8,78,388
"2097","Orange County, NY","36071",2016,9,52,356
"2098","Orange County, NY","36071",2016,10,49,337
"2099","Orange County, NY","36071",2016,11,57,321
"2100","Orange County, NY","36071",2016,12,37,360
"2101","Orange County, NY","36071",2017,1,29,355
"2102","Orange County, NY","36071",2017,2,52,332
"2103","Orange County, NY","36071",2017,3,28,329
"2104","Orange County, NY","36071",2017,4,61,331
"2105","Orange County, NY","36071",2017,5,38,348
"2106","Orange County, NY","36071",2017,6,35,378
"2107","Orange County, NY","36071",2017,7,46,362
"2108","Orange County, NY","36071",2017,8,47,401
"2109","Orange County, NY","36071",2017,9,36,364
"2110","Orange County, NY","36071",2017,10,50,373
"2111","Orange County, NY","36071",2017,11,46,356
"2112","Orange County, NY","36071",2017,12,54,357
"2113","Oswego County, NY","36075",2007,1,0,73
"2114","Oswego County, NY","36075",2007,2,0,75
"2115","Oswego County, NY","36075",2007,3,0,113
"2116","Oswego County, NY","36075",2007,4,0,93
"2117","Oswego County, NY","36075",2007,5,16,92
"2118","Oswego County, NY","36075",2007,6,12,89
"2119","Oswego County, NY","36075",2007,7,0,94
"2120","Oswego County, NY","36075",2007,8,0,109
"2121","Oswego County, NY","36075",2007,9,0,111
"2122","Oswego County, NY","36075",2007,10,15,99
"2123","Oswego County, NY","36075",2007,11,0,94
"2124","Oswego County, NY","36075",2007,12,0,97
"2125","Oswego County, NY","36075",2008,1,12,84
"2126","Oswego County, NY","36075",2008,2,0,83
"2127","Oswego County, NY","36075",2008,3,0,82
"2128","Oswego County, NY","36075",2008,4,0,98
"2129","Oswego County, NY","36075",2008,5,0,116
"2130","Oswego County, NY","36075",2008,6,0,95
"2131","Oswego County, NY","36075",2008,7,0,111
"2132","Oswego County, NY","36075",2008,8,0,107
"2133","Oswego County, NY","36075",2008,9,0,110
"2134","Oswego County, NY","36075",2008,10,0,104
"2135","Oswego County, NY","36075",2008,11,0,87
"2136","Oswego County, NY","36075",2008,12,11,110
"2137","Oswego County, NY","36075",2009,1,0,113
"2138","Oswego County, NY","36075",2009,2,0,87
"2139","Oswego County, NY","36075",2009,3,11,86
"2140","Oswego County, NY","36075",2009,4,0,96
"2141","Oswego County, NY","36075",2009,5,0,92
"2142","Oswego County, NY","36075",2009,6,11,97
"2143","Oswego County, NY","36075",2009,7,0,122
"2144","Oswego County, NY","36075",2009,8,11,108
"2145","Oswego County, NY","36075",2009,9,0,107
"2146","Oswego County, NY","36075",2009,10,12,95
"2147","Oswego County, NY","36075",2009,11,10,83
"2148","Oswego County, NY","36075",2009,12,0,78
"2149","Oswego County, NY","36075",2010,1,0,82
"2150","Oswego County, NY","36075",2010,2,0,79
"2151","Oswego County, NY","36075",2010,3,0,101
"2152","Oswego County, NY","36075",2010,4,12,87
"2153","Oswego County, NY","36075",2010,5,0,96
"2154","Oswego County, NY","36075",2010,6,0,84
"2155","Oswego County, NY","36075",2010,7,10,92
"2156","Oswego County, NY","36075",2010,8,0,117
"2157","Oswego County, NY","36075",2010,9,0,103
"2158","Oswego County, NY","36075",2010,10,0,87
"2159","Oswego County, NY","36075",2010,11,0,69
"2160","Oswego County, NY","36075",2010,12,0,97
"2161","Oswego County, NY","36075",2011,1,0,86
"2162","Oswego County, NY","36075",2011,2,11,86
"2163","Oswego County, NY","36075",2011,3,11,92
"2164","Oswego County, NY","36075",2011,4,0,102
"2165","Oswego County, NY","36075",2011,5,10,100
"2166","Oswego County, NY","36075",2011,6,15,96
"2167","Oswego County, NY","36075",2011,7,0,107
"2168","Oswego County, NY","36075",2011,8,0,95
"2169","Oswego County, NY","36075",2011,9,0,84
"2170","Oswego County, NY","36075",2011,10,0,82
"2171","Oswego County, NY","36075",2011,11,10,85
"2172","Oswego County, NY","36075",2011,12,14,86
"2173","Oswego County, NY","36075",2012,1,0,79
"2174","Oswego County, NY","36075",2012,2,0,51
"2175","Oswego County, NY","36075",2012,3,10,104
"2176","Oswego County, NY","36075",2012,4,12,73
"2177","Oswego County, NY","36075",2012,5,0,102
"2178","Oswego County, NY","36075",2012,6,0,105
"2179","Oswego County, NY","36075",2012,7,0,83
"2180","Oswego County, NY","36075",2012,8,0,112
"2181","Oswego County, NY","36075",2012,9,10,110
"2182","Oswego County, NY","36075",2012,10,10,83
"2183","Oswego County, NY","36075",2012,11,0,79
"2184","Oswego County, NY","36075",2012,12,12,90
"2185","Oswego County, NY","36075",2013,1,15,68
"2186","Oswego County, NY","36075",2013,2,0,76
"2187","Oswego County, NY","36075",2013,3,13,86
"2188","Oswego County, NY","36075",2013,4,0,103
"2189","Oswego County, NY","36075",2013,5,0,90
"2190","Oswego County, NY","36075",2013,6,0,84
"2191","Oswego County, NY","36075",2013,7,0,100
"2192","Oswego County, NY","36075",2013,8,0,113
"2193","Oswego County, NY","36075",2013,9,12,101
"2194","Oswego County, NY","36075",2013,10,0,91
"2195","Oswego County, NY","36075",2013,11,0,94
"2196","Oswego County, NY","36075",2013,12,0,90
"2197","Oswego County, NY","36075",2014,1,0,89
"2198","Oswego County, NY","36075",2014,2,0,63
"2199","Oswego County, NY","36075",2014,3,0,96
"2200","Oswego County, NY","36075",2014,4,0,78
"2201","Oswego County, NY","36075",2014,5,0,96
"2202","Oswego County, NY","36075",2014,6,0,78
"2203","Oswego County, NY","36075",2014,7,0,106
"2204","Oswego County, NY","36075",2014,8,0,96
"2205","Oswego County, NY","36075",2014,9,0,102
"2206","Oswego County, NY","36075",2014,10,0,89
"2207","Oswego County, NY","36075",2014,11,0,73
"2208","Oswego County, NY","36075",2014,12,11,99
"2209","Oswego County, NY","36075",2015,1,0,76
"2210","Oswego County, NY","36075",2015,2,0,80
"2211","Oswego County, NY","36075",2015,3,0,78
"2212","Oswego County, NY","36075",2015,4,11,77
"2213","Oswego County, NY","36075",2015,5,0,90
"2214","Oswego County, NY","36075",2015,6,0,98
"2215","Oswego County, NY","36075",2015,7,0,82
"2216","Oswego County, NY","36075",2015,8,0,73
"2217","Oswego County, NY","36075",2015,9,0,87
"2218","Oswego County, NY","36075",2015,10,0,94
"2219","Oswego County, NY","36075",2015,11,0,91
"2220","Oswego County, NY","36075",2015,12,0,62
"2221","Oswego County, NY","36075",2016,1,11,99
"2222","Oswego County, NY","36075",2016,2,0,75
"2223","Oswego County, NY","36075",2016,3,0,102
"2224","Oswego County, NY","36075",2016,4,10,86
"2225","Oswego County, NY","36075",2016,5,10,84
"2226","Oswego County, NY","36075",2016,6,12,94
"2227","Oswego County, NY","36075",2016,7,0,70
"2228","Oswego County, NY","36075",2016,8,0,120
"2229","Oswego County, NY","36075",2016,9,0,70
"2230","Oswego County, NY","36075",2016,10,12,90
"2231","Oswego County, NY","36075",2016,11,0,87
"2232","Oswego County, NY","36075",2016,12,10,84
"2233","Oswego County, NY","36075",2017,1,0,60
"2234","Oswego County, NY","36075",2017,2,0,92
"2235","Oswego County, NY","36075",2017,3,0,62
"2236","Oswego County, NY","36075",2017,4,0,80
"2237","Oswego County, NY","36075",2017,5,0,94
"2238","Oswego County, NY","36075",2017,6,11,98
"2239","Oswego County, NY","36075",2017,7,0,85
"2240","Oswego County, NY","36075",2017,8,0,77
"2241","Oswego County, NY","36075",2017,9,11,114
"2242","Oswego County, NY","36075",2017,10,10,83
"2243","Oswego County, NY","36075",2017,11,0,57
"2244","Oswego County, NY","36075",2017,12,0,77
"2245","Queens County, NY","36081",2007,1,448,2166
"2246","Queens County, NY","36081",2007,2,373,1914
"2247","Queens County, NY","36081",2007,3,424,2100
"2248","Queens County, NY","36081",2007,4,392,1986
"2249","Queens County, NY","36081",2007,5,424,2114
"2250","Queens County, NY","36081",2007,6,465,2098
"2251","Queens County, NY","36081",2007,7,460,2316
"2252","Queens County, NY","36081",2007,8,454,2239
"2253","Queens County, NY","36081",2007,9,456,2378
"2254","Queens County, NY","36081",2007,10,438,2269
"2255","Queens County, NY","36081",2007,11,437,2216
"2256","Queens County, NY","36081",2007,12,477,2156
"2257","Queens County, NY","36081",2008,1,422,2162
"2258","Queens County, NY","36081",2008,2,402,2035
"2259","Queens County, NY","36081",2008,3,409,2020
"2260","Queens County, NY","36081",2008,4,421,2056
"2261","Queens County, NY","36081",2008,5,502,2154
"2262","Queens County, NY","36081",2008,6,450,2035
"2263","Queens County, NY","36081",2008,7,454,2245
"2264","Queens County, NY","36081",2008,8,433,2154
"2265","Queens County, NY","36081",2008,9,379,2244
"2266","Queens County, NY","36081",2008,10,438,2231
"2267","Queens County, NY","36081",2008,11,396,2003
"2268","Queens County, NY","36081",2008,12,469,2115
"2269","Queens County, NY","36081",2009,1,404,2027
"2270","Queens County, NY","36081",2009,2,390,1972
"2271","Queens County, NY","36081",2009,3,424,2165
"2272","Queens County, NY","36081",2009,4,414,2077
"2273","Queens County, NY","36081",2009,5,390,2117
"2274","Queens County, NY","36081",2009,6,420,2062
"2275","Queens County, NY","36081",2009,7,430,2265
"2276","Queens County, NY","36081",2009,8,368,2306
"2277","Queens County, NY","36081",2009,9,415,2260
"2278","Queens County, NY","36081",2009,10,387,2065
"2279","Queens County, NY","36081",2009,11,377,2019
"2280","Queens County, NY","36081",2009,12,394,2201
"2281","Queens County, NY","36081",2010,1,394,2024
"2282","Queens County, NY","36081",2010,2,376,1845
"2283","Queens County, NY","36081",2010,3,397,2092
"2284","Queens County, NY","36081",2010,4,410,2049
"2285","Queens County, NY","36081",2010,5,388,2072
"2286","Queens County, NY","36081",2010,6,429,2119
"2287","Queens County, NY","36081",2010,7,431,2200
"2288","Queens County, NY","36081",2010,8,448,2233
"2289","Queens County, NY","36081",2010,9,416,2159
"2290","Queens County, NY","36081",2010,10,411,2174
"2291","Queens County, NY","36081",2010,11,374,2097
"2292","Queens County, NY","36081",2010,12,399,2208
"2293","Queens County, NY","36081",2011,1,411,2049
"2294","Queens County, NY","36081",2011,2,367,1948
"2295","Queens County, NY","36081",2011,3,433,2146
"2296","Queens County, NY","36081",2011,4,350,2004
"2297","Queens County, NY","36081",2011,5,398,2103
"2298","Queens County, NY","36081",2011,6,377,2155
"2299","Queens County, NY","36081",2011,7,423,2184
"2300","Queens County, NY","36081",2011,8,405,2268
"2301","Queens County, NY","36081",2011,9,386,2130
"2302","Queens County, NY","36081",2011,10,377,2104
"2303","Queens County, NY","36081",2011,11,398,2082
"2304","Queens County, NY","36081",2011,12,395,2075
"2305","Queens County, NY","36081",2012,1,398,2074
"2306","Queens County, NY","36081",2012,2,389,1926
"2307","Queens County, NY","36081",2012,3,363,2022
"2308","Queens County, NY","36081",2012,4,357,1894
"2309","Queens County, NY","36081",2012,5,401,2052
"2310","Queens County, NY","36081",2012,6,406,2010
"2311","Queens County, NY","36081",2012,7,442,2173
"2312","Queens County, NY","36081",2012,8,387,2359
"2313","Queens County, NY","36081",2012,9,400,2246
"2314","Queens County, NY","36081",2012,10,424,2249
"2315","Queens County, NY","36081",2012,11,383,2237
"2316","Queens County, NY","36081",2012,12,431,2085
"2317","Queens County, NY","36081",2013,1,392,2205
"2318","Queens County, NY","36081",2013,2,352,1902
"2319","Queens County, NY","36081",2013,3,387,1996
"2320","Queens County, NY","36081",2013,4,336,2044
"2321","Queens County, NY","36081",2013,5,416,2007
"2322","Queens County, NY","36081",2013,6,374,2108
"2323","Queens County, NY","36081",2013,7,421,2199
"2324","Queens County, NY","36081",2013,8,378,2269
"2325","Queens County, NY","36081",2013,9,393,2159
"2326","Queens County, NY","36081",2013,10,417,2154
"2327","Queens County, NY","36081",2013,11,337,1960
"2328","Queens County, NY","36081",2013,12,403,2119
"2329","Queens County, NY","36081",2014,1,422,2085
"2330","Queens County, NY","36081",2014,2,322,1892
"2331","Queens County, NY","36081",2014,3,382,2073
"2332","Queens County, NY","36081",2014,4,358,1991
"2333","Queens County, NY","36081",2014,5,403,2124
"2334","Queens County, NY","36081",2014,6,400,2110
"2335","Queens County, NY","36081",2014,7,392,2316
"2336","Queens County, NY","36081",2014,8,376,2265
"2337","Queens County, NY","36081",2014,9,353,2159
"2338","Queens County, NY","36081",2014,10,381,2244
"2339","Queens County, NY","36081",2014,11,383,2056
"2340","Queens County, NY","36081",2014,12,384,2140
"2341","Queens County, NY","36081",2015,1,382,2090
"2342","Queens County, NY","36081",2015,2,390,1849
"2343","Queens County, NY","36081",2015,3,390,2100
"2344","Queens County, NY","36081",2015,4,363,2016
"2345","Queens County, NY","36081",2015,5,362,2114
"2346","Queens County, NY","36081",2015,6,431,2135
"2347","Queens County, NY","36081",2015,7,390,2336
"2348","Queens County, NY","36081",2015,8,384,2192
"2349","Queens County, NY","36081",2015,9,386,2193
"2350","Queens County, NY","36081",2015,10,382,2182
"2351","Queens County, NY","36081",2015,11,373,2018
"2352","Queens County, NY","36081",2015,12,393,2098
"2353","Queens County, NY","36081",2016,1,380,2060
"2354","Queens County, NY","36081",2016,2,402,1889
"2355","Queens County, NY","36081",2016,3,415,1988
"2356","Queens County, NY","36081",2016,4,403,1931
"2357","Queens County, NY","36081",2016,5,441,2034
"2358","Queens County, NY","36081",2016,6,391,2133
"2359","Queens County, NY","36081",2016,7,392,2248
"2360","Queens County, NY","36081",2016,8,418,2346
"2361","Queens County, NY","36081",2016,9,390,2189
"2362","Queens County, NY","36081",2016,10,375,2088
"2363","Queens County, NY","36081",2016,11,418,2093
"2364","Queens County, NY","36081",2016,12,381,2097
"2365","Queens County, NY","36081",2017,1,388,2077
"2366","Queens County, NY","36081",2017,2,338,1801
"2367","Queens County, NY","36081",2017,3,382,1956
"2368","Queens County, NY","36081",2017,4,388,1836
"2369","Queens County, NY","36081",2017,5,353,1952
"2370","Queens County, NY","36081",2017,6,354,1954
"2371","Queens County, NY","36081",2017,7,416,2063
"2372","Queens County, NY","36081",2017,8,426,2150
"2373","Queens County, NY","36081",2017,9,407,2124
"2374","Queens County, NY","36081",2017,10,408,2032
"2375","Queens County, NY","36081",2017,11,374,1965
"2376","Queens County, NY","36081",2017,12,375,2002
"2377","Rensselaer County, NY","36083",2007,1,10,158
"2378","Rensselaer County, NY","36083",2007,2,10,129
"2379","Rensselaer County, NY","36083",2007,3,18,108
"2380","Rensselaer County, NY","36083",2007,4,0,115
"2381","Rensselaer County, NY","36083",2007,5,14,156
"2382","Rensselaer County, NY","36083",2007,6,11,119
"2383","Rensselaer County, NY","36083",2007,7,0,121
"2384","Rensselaer County, NY","36083",2007,8,15,145
"2385","Rensselaer County, NY","36083",2007,9,0,128
"2386","Rensselaer County, NY","36083",2007,10,20,117
"2387","Rensselaer County, NY","36083",2007,11,0,119
"2388","Rensselaer County, NY","36083",2007,12,12,117
"2389","Rensselaer County, NY","36083",2008,1,14,124
"2390","Rensselaer County, NY","36083",2008,2,0,112
"2391","Rensselaer County, NY","36083",2008,3,0,106
"2392","Rensselaer County, NY","36083",2008,4,12,136
