field_1,id,latitude,longitude,elevation,name,COUNTYFP,COUNTYNS,GEOID,NAME_1
250,US1NYHM0005,43.87310,-74.63260,551.40000,LONG LAKE 12.6 SW,041,00974119,36041,Hamilton
251,US1NYHM0006,43.97150,-74.42000,506.60000,LONG LAKE 0.1 SSE,041,00974119,36041,Hamilton
252,US1NYHR0001,43.69450,-74.98640,556.00000,BISBY GATEHOUSE AT ALC,043,00974120,36043,Herkimer
253,US1NYHR0004,43.01660,-75.05530,150.60000,ILION 0.8 WNW,043,00974120,36043,Herkimer
254,US1NYHR0006,43.10510,-74.97320,219.20000,LITTLE FALLS 7.5 NW,043,00974120,36043,Herkimer
255,US1NYHR0009,43.70520,-74.95900,538.90000,OLD FORGE 0.8 SE,043,00974120,36043,Herkimer
256,US1NYHR0010,43.09250,-74.78090,274.60000,DOLGEVILLE 0.7 SW,043,00974120,36043,Herkimer
257,US1NYHR0012,43.12320,-74.79740,312.70000,DOLGEVILLE 1.9 NW,043,00974120,36043,Herkimer
258,US1NYHR0016,43.00880,-75.05390,160.90000,ILION 0.7 WSW,043,00974120,36043,Herkimer
259,US1NYJF0003,44.00920,-75.56520,235.90000,CARTHAGE 2.5 NE,045,00974121,36045,Jefferson
260,US1NYJF0004,44.34020,-75.84780,107.90000,ALEXANDRIA BAY 3.5 E,045,00974121,36045,Jefferson
261,US1NYJF0005,44.22940,-76.09560,80.80000,CLAYTON 0.6 SW,045,00974121,36045,Jefferson
262,US1NYJF0007,44.17500,-75.79140,135.30000,THERESA 2.8 S,045,00974121,36045,Jefferson
263,US1NYJF0008,44.01940,-75.76550,189.00000,FELTS MILLS 0.1 NNW,045,00974121,36045,Jefferson
264,US1NYJF0010,43.98190,-75.93400,122.20000,WATERTOWN 1.3 WNW,045,00974121,36045,Jefferson
265,US1NYJF0011,43.96160,-75.62710,238.70000,CARTHAGE 2.0 SW,045,00974121,36045,Jefferson
266,US1NYJF0013,44.00940,-75.77700,192.30000,BLACK RIVER 1.0 E,045,00974121,36045,Jefferson
267,US1NYJF0019,43.97230,-75.62040,239.90000,CARTHAGE 1.2 SW,045,00974121,36045,Jefferson
268,US1NYJF0020,43.97080,-75.90900,151.80000,WATERTOWN 0.2 SSE,045,00974121,36045,Jefferson
269,US1NYJF0026,43.71220,-76.06210,189.60000,MANNSVILLE 0.3 SE,045,00974121,36045,Jefferson
270,US1NYJF0030,43.97490,-75.61640,240.80000,WEST CARTHAGE 0.3 ENE,045,00974121,36045,Jefferson
271,US1NYJF0032,43.96690,-75.89200,159.10000,WATERTOWN 1.0 ESE,045,00974121,36045,Jefferson
272,US1NYJF0039,43.99410,-76.02220,97.20000,DEXTER 1.5 SE,045,00974121,36045,Jefferson
273,US1NYKN0003,40.61940,-73.98590,7.90000,BROOKLYN 2.4 SW,047,00974122,36047,Kings
274,US1NYKN0025,40.68460,-73.98670,5.50000,BROOKLYN 3.1 NW,047,00974122,36047,Kings
275,US1NYLV0001,42.53210,-77.75540,462.10000,DANSVILLE 3.6 WSW,051,00974124,36051,Livingston
276,US1NYLV0002,42.91860,-77.74370,190.50000,AVON 0.5 NNE,051,00974124,36051,Livingston
277,US1NYLV0005,42.56800,-77.67900,458.70000,DANSVILLE 1.0 ENE,051,00974124,36051,Livingston
278,US1NYLV0008,42.77430,-77.60830,281.60000,HEMLOCK COOP,051,00974124,36051,Livingston
279,US1NYLW0001,43.57770,-75.35120,296.00000,PORT LEYDEN 0.7 SW,049,00974123,36049,Lewis
280,US1NYLW0002,44.09360,-75.36530,285.90000,HARRISVILLE 4.7 SSW,049,00974123,36049,Lewis
281,US1NYLW0003,43.57540,-75.44640,501.70000,CONSTABLEVILLE 1.2 NW,049,00974123,36049,Lewis
282,US1NYLW0004,43.85300,-75.71540,448.10000,COPENHAGEN 3.5 SW,049,00974123,36049,Lewis
283,US1NYLW0005,43.88620,-75.42840,241.70000,BEAVER FALLS 0.1 SW,049,00974123,36049,Lewis
284,US1NYLW0009,43.69960,-75.41040,297.80000,GLENFIELD 0.9 SSW,049,00974123,36049,Lewis
285,US1NYLW0010,43.98310,-75.36750,317.00000,CROGHAN 6.2 N,049,00974123,36049,Lewis
286,US1NYMD0001,42.91670,-75.90000,420.60000,CAZENOVIA 2.6 WSW,053,00974125,36053,Madison
287,US1NYMD0002,43.08610,-75.66070,133.20000,ONEIDA 0.7 NNE,053,00974125,36053,Madison
288,US1NYMD0005,43.07170,-75.75600,166.40000,CANASTOTA 0.9 S,053,00974125,36053,Madison
289,US1NYMD0008,43.13830,-75.87030,120.10000,LAKEPORT,053,00974125,36053,Madison
290,US1NYMD0009,42.73980,-75.55200,329.20000,EARLVILLE 0.4 W,053,00974125,36053,Madison
291,US1NYMD0010,42.90000,-75.81140,445.90000,CAZENOVIA 2.9 SE,053,00974125,36053,Madison
292,US1NYMD0011,42.76140,-75.55540,332.50000,EARLVILLE 1.6 NNW,053,00974125,36053,Madison
293,US1NYMD0014,42.95340,-75.61170,307.50000,MUNNSVILLE 2.0 SW,053,00974125,36053,Madison
294,US1NYMD0016,43.03300,-75.83480,208.20000,CHITTENANGO 2.1 ESE,053,00974125,36053,Madison
295,US1NYMD0017,42.94140,-75.64460,397.80000,MORRISVILLE 3.0 N,053,00974125,36053,Madison
296,US1NYMD0018,43.08230,-75.74760,127.70000,CANASTOTA 0.4 ESE,053,00974125,36053,Madison
297,US1NYMD0020,43.02140,-75.57550,285.60000,MUNNSVILLE 3.3 N,053,00974125,36053,Madison
298,US1NYMD0022,43.08010,-75.66860,172.20000,ONEIDA 0.4 NW,053,00974125,36053,Madison
299,US1NYMD0023,43.04210,-75.74490,210.60000,CANASTOTA 3.0 S,053,00974125,36053,Madison
300,US1NYMG0001,42.93000,-74.62640,94.20000,FORT PLAIN 0.2 SE,057,00974127,36057,Montgomery
301,US1NYMG0002,42.96430,-74.47560,291.40000,FONDA 5.2 W,057,00974127,36057,Montgomery
302,US1NYMG0003,42.86430,-74.72140,320.00000,HESSVILLE 1.8 WSW,057,00974127,36057,Montgomery
303,US1NYMR0001,43.12230,-77.43140,157.00000,FAIRPORT 1.6 NNE,055,00974126,36055,Monroe
304,US1NYMR0002,43.04140,-77.45160,228.90000,FAIRPORT 4.1 S,055,00974126,36055,Monroe
305,US1NYMR0004,43.10890,-77.48230,128.90000,EAST ROCHESTER 0.3 SE,055,00974126,36055,Monroe
306,US1NYMR0005,43.13050,-77.52020,106.10000,EAST ROCHESTER 2.1 NW,055,00974126,36055,Monroe
307,US1NYMR0007,43.30200,-77.94320,100.30000,HAMLIN 1.1 WSW,055,00974126,36055,Monroe
308,US1NYMR0008,43.36520,-77.98830,79.90000,HAMLIN 5.5 NW,055,00974126,36055,Monroe
309,US1NYMR0012,43.12230,-77.81640,185.30000,NORTH CHILI 0.6 NW,055,00974126,36055,Monroe
310,US1NYMR0015,43.21610,-77.95250,117.70000,BROCKPORT 0.6 WNW,055,00974126,36055,Monroe
311,US1NYMR0016,43.15350,-77.48910,138.10000,ROCHESTER 6.6 E,055,00974126,36055,Monroe
312,US1NYMR0018,43.13090,-77.51070,97.50000,ROCHESTER 5.7 ESE,055,00974126,36055,Monroe
313,US1NYMR0020,43.14790,-77.50450,82.90000,ROCHESTER 5.8 ESE,055,00974126,36055,Monroe
314,US1NYMR0021,43.03500,-77.49450,169.80000,PITTSFORD 4.0 SSE,055,00974126,36055,Monroe
315,US1NYMR0023,43.20360,-77.70310,131.10000,ROCHESTER 5.0 WNW,055,00974126,36055,Monroe
316,US1NYMR0024,43.24790,-77.49660,94.20000,WEBSTER 4.4 WNW,055,00974126,36055,Monroe
317,US1NYMR0026,43.20990,-77.48510,125.00000,WEBSTER 3.2 W,055,00974126,36055,Monroe
318,US1NYMR0028,43.24120,-77.38820,112.80000,WEBSTER 2.5 NE,055,00974126,36055,Monroe
319,US1NYMR0029,43.21990,-77.91240,147.20000,BROCKPORT 1.5 ENE,055,00974126,36055,Monroe
320,US1NYMR0032,43.15010,-77.80400,186.80000,SPENCERPORT 2.6 S,055,00974126,36055,Monroe
321,US1NYMR0036,43.21420,-77.64320,122.50000,ROCHESTER 3.4 NNW,055,00974126,36055,Monroe
322,US1NYMR0042,43.19460,-77.79660,153.30000,SPENCERPORT 0.8 NE,055,00974126,36055,Monroe
323,US1NYMR0044,43.16770,-77.54490,125.00000,ROCHESTER 3.6 E,055,00974126,36055,Monroe
324,US1NYMR0047,43.17690,-77.71370,164.30000,ROCHESTER 5.0 W,055,00974126,36055,Monroe
325,US1NYMR0048,43.20150,-77.61960,124.40000,ROCHESTER 2.3 N,055,00974126,36055,Monroe
326,US1NYMR0050,43.21270,-77.48100,119.80000,WEBSTER 3.0 W,055,00974126,36055,Monroe
327,US1NYMR0055,42.97010,-77.56570,199.00000,HONEOYE FALLS 1.7 NE,055,00974126,36055,Monroe
328,US1NYMR0056,43.34240,-77.94650,87.50000,HAMLIN 3.0 NNW,055,00974126,36055,Monroe
329,US1NYMR0057,43.15210,-77.87850,191.10000,CHURCHVILLE 3.5 N,055,00974126,36055,Monroe
330,US1NYMR0061,43.11340,-77.48900,131.10000,EAST ROCHESTER 0.1 NNW,055,00974126,36055,Monroe
331,US1NYNG0002,43.05730,-78.86170,176.20000,NORTH TONAWANDA 1.0 NNE,063,00974130,36063,Niagara
332,US1NYNG0003,43.05580,-78.86990,175.90000,NORTH TONAWANDA 0.9 NNW,063,00974130,36063,Niagara
333,US1NYNG0006,43.13830,-78.88630,198.40000,SANBORN 0.2 NE,063,00974130,36063,Niagara
334,US1NYNG0008,43.17730,-78.67740,186.20000,LOCKPORT 1.1 ENE,063,00974130,36063,Niagara
335,US1NYNG0010,43.18290,-78.64410,195.10000,LOCKPORT 2.8 ENE,063,00974130,36063,Niagara
336,US1NYNG0012,43.17640,-78.68340,158.80000,LOCKPORT 0.8 NE,063,00974130,36063,Niagara
337,US1NYNG0017,43.10100,-78.70830,178.60000,PENDLETON 1.4 NE,063,00974130,36063,Niagara
338,US1NYNG0018,43.05840,-78.83950,175.30000,NORTH TONAWANDA 1.7 NE,063,00974130,36063,Niagara
339,US1NYNG0022,43.08300,-78.90460,176.20000,NIAGARA FALLS 5.7 E,063,00974130,36063,Niagara
340,US1NYNG0027,43.18980,-78.74420,139.60000,LOCKPORT 2.8 WNW,063,00974130,36063,Niagara
341,US1NYNG0029,43.02990,-78.85720,177.10000,NORTH TONAWANDA 1.1 SSE,063,00974130,36063,Niagara
342,US1NYNG0030,43.15210,-78.65340,195.70000,LOCKPORT 2.5 ESE,063,00974130,36063,Niagara
343,US1NYNG0032,43.09180,-78.65680,178.90000,RAPIDS 1.0 SW,063,00974130,36063,Niagara
344,US1NYNS0001,40.76230,-73.49200,43.90000,BETHPAGE 0.9 NNW,059,00974128,36059,Nassau
345,US1NYNS0003,40.63350,-73.62700,2.70000,OCEANSIDE 0.5 E,059,00974128,36059,Nassau
346,US1NYNS0006,40.72450,-73.50860,27.10000,LEVITTOWN 0.2 E,059,00974128,36059,Nassau
347,US1NYNS0007,40.72300,-73.71100,24.10000,FLORAL PARK 0.4 W,059,00974128,36059,Nassau
348,US1NYNS0009,40.87040,-73.57170,34.10000,MILL NECK 1.1 SW,059,00974128,36059,Nassau
349,US1NYNS0014,40.66230,-73.67800,7.00000,LYNBROOK 0.3 NW,059,00974128,36059,Nassau
350,US1NYNS0016,40.65520,-73.47560,2.40000,MASSAPEQUA 0.9 SSW,059,00974128,36059,Nassau
351,US1NYNS0018,40.76870,-73.50170,45.70000,HICKSVILLE 1.3 ENE,059,00974128,36059,Nassau
352,US1NYNS0022,40.71980,-73.69090,26.20000,FLORAL PARK 0.7 ESE,059,00974128,36059,Nassau
353,US1NYNS0024,40.69720,-73.51600,14.90000,NORTH WANTAGH 0.4 WSW,059,00974128,36059,Nassau
354,US1NYNS0027,40.83920,-73.68030,52.10000,PORT WASHINGTON 0.8 N,059,00974128,36059,Nassau
355,US1NYNS0028,40.66790,-73.55490,6.70000,MERRICK 1.2 N,059,00974128,36059,Nassau
356,US1NYNS0030,40.72140,-73.48420,22.90000,PLAINEDGE 0.4 WSW,059,00974128,36059,Nassau
357,US1NYNS0032,40.88130,-73.58130,31.10000,LOCUST VALLEY 0.3 E,059,00974128,36059,Nassau
358,US1NYNS0034,40.66680,-73.50540,4.30000,WANTAGH 0.3 ESE,059,00974128,36059,Nassau
359,US1NYNS0035,40.65710,-73.69780,3.70000,VALLEY STREAM 0.6 SE,059,00974128,36059,Nassau
360,US1NYNS0036,40.78700,-73.51330,54.90000,SYOSSET 2.0 SSW,059,00974128,36059,Nassau
361,US1NYNS0037,40.68330,-73.50380,10.40000,WANTAGH 1.1 NNE,059,00974128,36059,Nassau
362,US1NYNS0040,40.64350,-73.60950,4.60000,BALDWIN 1.3 S,059,00974128,36059,Nassau
363,US1NYNS0041,40.66220,-73.66390,7.30000,LYNBROOK 0.6 ENE,059,00974128,36059,Nassau
364,US1NYNS0042,40.76910,-73.64750,43.30000,ALBERTSON 0.2 SSE,059,00974128,36059,Nassau
365,US1NYNS0043,40.78590,-73.46690,56.70000,PLAINVIEW 0.4 ENE,059,00974128,36059,Nassau
366,US1NYNS0045,40.74750,-73.66450,34.40000,NEW HYDE PARK 1.6 NE,059,00974128,36059,Nassau
367,US1NYNS0046,40.69810,-73.44990,10.70000,MASSAPEQUA PARK 1.2 N,059,00974128,36059,Nassau
368,US1NYOD0001,43.47830,-75.16960,440.40000,BOONVILLE 8.0 E,065,00974131,36065,Oneida
369,US1NYOD0002,43.37330,-75.53840,335.30000,POINT ROCK 0.6 SE,065,00974131,36065,Oneida
370,US1NYOD0003,43.31670,-75.44580,311.50000,STOKES CORNER 1.4 NE,065,00974131,36065,Oneida
371,US1NYOD0004,43.48330,-75.33330,345.90000,BOONVILLE 0.2 NW,065,00974131,36065,Oneida
372,US1NYOD0005,43.32460,-75.37870,411.50000,WESTERNVILLE 2NW,065,00974131,36065,Oneida
373,US1NYOD0006,43.33330,-75.76670,196.90000,CAMDEN 1.0 WSW,065,00974131,36065,Oneida
374,US1NYOD0007,43.23630,-75.28580,179.80000,HOLLAND PATENT 1.5 WSW,065,00974131,36065,Oneida
375,US1NYOD0008,43.15800,-75.46210,168.90000,ROME 4.9 SSE,065,00974131,36065,Oneida
376,US1NYOD0009,43.21670,-75.28330,166.10000,HOLLAND PATENT 2.2 SW,065,00974131,36065,Oneida
377,US1NYOD0011,43.08590,-75.54230,187.10000,VERNON 0.4 NNW,065,00974131,36065,Oneida
378,US1NYOD0014,43.16580,-75.24510,276.10000,WHITESBORO 3.9 NE,065,00974131,36065,Oneida
379,US1NYOD0016,43.25520,-75.16410,225.60000,BARNEVELD 1.8 SE,065,00974131,36065,Oneida
380,US1NYOD0017,43.06140,-75.29140,216.70000,NEW HARTFORD 0.7 S,065,00974131,36065,Oneida
381,US1NYOD0019,43.06180,-75.28990,211.80000,NEW HARTFORD 0.8 S,065,00974131,36065,Oneida
382,US1NYOD0023,43.17120,-75.68280,120.10000,DURHAMVILLE 3.5 NNW,065,00974131,36065,Oneida
383,US1NYOD0026,43.30180,-75.43930,189.30000,AVA 8.0 S,065,00974131,36065,Oneida
384,US1NYOD0040,43.45270,-75.73420,339.20000,CAMDEN 8.1 N,065,00974131,36065,Oneida
385,US1NYOD0042,43.10020,-75.32940,167.00000,WHITESBORO 2.3 SW,065,00974131,36065,Oneida
386,US1NYOD0043,43.24710,-75.27750,237.40000,HOLLAND PATENT 1.1 WNW,065,00974131,36065,Oneida
387,US1NYOD0045,43.24060,-75.45030,149.70000,ROME 2.2 ENE,065,00974131,36065,Oneida
388,US1NYOD0047,43.35150,-75.45340,384.40000,AVA 4.8 SSE,065,00974131,36065,Oneida
389,US1NYOD0051,43.47670,-75.38420,387.10000,BOONVILLE 2.7 W,065,00974131,36065,Oneida
390,US1NYOD0052,43.19520,-75.55090,143.60000,ROME 3.7 SW,065,00974131,36065,Oneida
391,US1NYOD0060,42.99550,-75.28850,432.80000,SAUQUOIT 1.6 WSW,065,00974131,36065,Oneida
392,US1NYOD0061,43.22410,-75.74710,116.40000,SYLVAN BEACH 1.6 NW,065,00974131,36065,Oneida
393,US1NYOG0002,43.03330,-76.10000,192.00000,DE WITT 1.4 WSW,067,00974132,36067,Onondaga
394,US1NYOG0003,43.00000,-75.96670,212.10000,MANLIUS 0.8 E,067,00974132,36067,Onondaga
395,US1NYOG0004,42.79000,-76.14000,369.40000,TULLY 1.7 WSW,067,00974132,36067,Onondaga
396,US1NYOG0005,43.03330,-76.23330,206.00000,FAIRMOUNT 0.9 SE,067,00974132,36067,Onondaga
397,US1NYOG0006,43.11670,-76.26670,129.50000,VILLAGE GREEN 2.6 ESE,067,00974132,36067,Onondaga
398,US1NYOG0008,43.10000,-76.16670,129.80000,MATTYDALE 1.0 W,067,00974132,36067,Onondaga
399,US1NYOG0010,43.03960,-76.32830,247.50000,CAMILLUS 1.0 W,067,00974132,36067,Onondaga
400,US1NYOG0011,42.80000,-76.11000,396.20000,TULLY 0.2 NW,067,00974132,36067,Onondaga
401,US1NYOG0012,43.20000,-76.26000,115.80000,CLAY 4.6 NW,067,00974132,36067,Onondaga
402,US1NYOG0013,43.18730,-76.09460,118.90000,CICERO 1.6 NE,067,00974132,36067,Onondaga
403,US1NYOG0014,43.13000,-76.30000,128.60000,VILLAGE GREEN 0.7 ESE,067,00974132,36067,Onondaga
404,US1NYOG0015,43.13690,-76.20830,135.00000,LIVERPOOL 2.1 N,067,00974132,36067,Onondaga
405,US1NYOG0016,42.79710,-76.10540,381.60000,TULLY 0.1 ESE,067,00974132,36067,Onondaga
406,US1NYOG0020,43.02840,-76.12120,178.30000,SYRACUSE 1.4 SE,067,00974132,36067,Onondaga
407,US1NYOG0025,43.03220,-76.06750,140.80000,DEWITT 0.5 SE,067,00974132,36067,Onondaga
408,US1NYOG0026,43.23220,-76.11880,116.40000,BREWERTON 1.2 E,067,00974132,36067,Onondaga
409,US1NYOG0028,43.22830,-76.11330,118.90000,BREWERTON 1.5 ESE,067,00974132,36067,Onondaga
410,US1NYOG0030,43.02250,-76.10250,188.40000,SYRACUSE 2.4 ESE,067,00974132,36067,Onondaga
411,US1NYOG0031,42.98260,-76.30910,325.50000,MARCELLUS 1.6 E,067,00974132,36067,Onondaga
412,US1NYOG0037,43.01280,-76.31590,256.90000,MARCELLUS 2.3 NNE,067,00974132,36067,Onondaga
413,US1NYOG0038,43.03380,-76.03000,149.40000,FAYETTEVILLE 1.6 W,067,00974132,36067,Onondaga
414,US1NYOG0040,42.92530,-76.03280,395.90000,POMPEY 2.0 NNW,067,00974132,36067,Onondaga
415,US1NYOG0043,42.79930,-76.09380,389.50000,TULLY 0.7 E,067,00974132,36067,Onondaga
416,US1NYOG0045,43.16820,-76.22830,118.60000,LIVERPOOL 4.4 NNW,067,00974132,36067,Onondaga
417,US1NYOG0046,43.19510,-76.28830,118.90000,BALDWINSVILLE 3.5 NE,067,00974132,36067,Onondaga
418,US1NYOG0048,43.05860,-76.20980,154.50000,SOLVAY 0.1 ENE,067,00974132,36067,Onondaga
419,US1NYOG0050,43.14170,-76.22720,119.20000,LIVERPOOL 2.6 NNW,067,00974132,36067,Onondaga
420,US1NYOG0051,43.13560,-76.13790,124.40000,NORTH SYRACUSE 0.4 WNW,067,00974132,36067,Onondaga
421,US1NYOG0052,43.00150,-76.13950,131.10000,SYRACUSE 2.7 S,067,00974132,36067,Onondaga
422,US1NYOG0056,42.83260,-75.98220,389.20000,FABIUS 0.3 SE,067,00974132,36067,Onondaga
423,US1NYOG0057,42.81260,-76.04480,407.50000,TULLY 3.4 ENE,067,00974132,36067,Onondaga
424,US1NYOG0061,42.95540,-76.43360,285.60000,SKANEATELES 0.8 NNW,067,00974132,36067,Onondaga
425,US1NYOG0062,43.08930,-76.34100,136.90000,WARNERS 0.7 WNW,067,00974132,36067,Onondaga
426,US1NYOG0066,43.16740,-76.14560,121.00000,CLAY 2.0 SE,067,00974132,36067,Onondaga
427,US1NYOL0001,43.22730,-78.38820,151.80000,MEDINA 0.5 N,073,00974135,36073,Orleans
428,US1NYOL0002,43.35620,-78.25510,85.60000,WATERPORT 2.7 N,073,00974135,36073,Orleans
429,US1NYOL0003,43.31300,-78.13610,112.50000,KENT 1.0 S,073,00974135,36073,Orleans
430,US1NYOL0004,43.26370,-78.21860,142.60000,ALBION 1.9 NW,073,00974135,36073,Orleans
431,US1NYOL0005,43.22300,-78.39540,164.60000,MEDINA 0.4 WNW,073,00974135,36073,Orleans
432,US1NYON0004,43.00660,-77.11850,166.10000,PHELPS 4.4 NW,069,00974133,36069,Ontario
433,US1NYON0007,42.85330,-77.29810,286.50000,CANANDAIGUA 2.6 SSW,069,00974133,36069,Ontario
434,US1NYON0011,42.78770,-77.13150,286.50000,GORHAM 0.8 S,069,00974133,36069,Ontario
435,US1NYON0015,42.87660,-77.03080,219.20000,GENEVA COOP,069,00974133,36069,Ontario
436,US1NYOR0002,41.44690,-74.02140,50.90000,CORNWALL ON HUDSON 0.6 NNW,071,00974134,36071,Orange
437,US1NYOR0003,41.47300,-74.55130,320.30000,OTISVILLE 0.6 WNW,071,00974134,36071,Orange
438,US1NYOR0004,41.26840,-74.41600,189.30000,WARWICK 3.2 WNW,071,00974134,36071,Orange
439,US1NYOR0006,41.30140,-74.16700,253.00000,MONROE 1.7 SE,071,00974134,36071,Orange
440,US1NYOR0015,41.37400,-74.68450,142.30000,PORT JERVIS 0.4 SE,071,00974134,36071,Orange
441,US1NYOR0017,41.58800,-74.35770,126.80000,PINE BUSH 3.4 WSW,071,00974134,36071,Orange
442,US1NYOR0018,41.54100,-74.18790,125.90000,WALDEN 1.3 S,071,00974134,36071,Orange
443,US1NYOR0019,41.18900,-74.32650,195.10000,GREENWOOD LAKE 3.0 SW,071,00974134,36071,Orange
444,US1NYOS0001,43.59640,-76.03730,191.40000,LACONA 3.6 SSE,075,00974136,36075,Oswego
445,US1NYOS0003,43.44370,-76.40520,139.00000,OSWEGO 5.0 ESE,075,00974136,36075,Oswego
446,US1NYOS0006,43.46500,-76.51940,75.90000,OSWEGO 0.9 WNW,,,,
447,US1NYOS0008,43.33230,-76.26660,140.20000,PHOENIX 7.1 NNE,075,00974136,36075,Oswego
448,US1NYOS0013,43.63920,-75.88250,395.90000,REDFIELD 7.9 NNW,075,00974136,36075,Oswego
449,US1NYOS0015,43.39770,-76.47960,107.00000,MINETTO 0.1 SE,075,00974136,36075,Oswego
450,US1NYOS0016,43.33100,-76.27000,136.60000,PHOENIX 7.0 NNE,075,00974136,36075,Oswego
451,US1NYOS0020,43.31650,-76.41850,121.00000,FULTON 0.2 W,075,00974136,36075,Oswego
452,US1NYOS0021,43.57000,-76.11950,87.50000,PULASKI 0.5 NE,075,00974136,36075,Oswego
453,US1NYOS0024,43.42280,-76.50860,116.40000,OSWEGO 2.5 S,075,00974136,36075,Oswego
454,US1NYOS0025,43.32420,-76.41780,104.90000,FULTON 0.5 NNW,075,00974136,36075,Oswego
455,US1NYOS0026,43.41940,-76.27380,133.80000,MEXICO 3.6 SSW,075,00974136,36075,Oswego
456,US1NYOT0001,42.43090,-75.30470,548.60000,UNADILLA 7.2 N,077,00974137,36077,Otsego
457,US1NYOT0002,42.69520,-74.93000,374.90000,COOPERSTOWN 0.3 S,077,00974137,36077,Otsego
458,US1NYOT0003,42.66440,-74.95870,359.10000,COOPERSTOWN 2.8 SSW,077,00974137,36077,Otsego
459,US1NYOT0004,42.81670,-75.23330,323.10000,BRIDGEWATER 4.3 SSE,077,00974137,36077,Otsego
460,US1NYOT0005,42.55550,-75.12650,533.40000,LAURENS 2.5 NW,077,00974137,36077,Otsego
461,US1NYOT0008,42.32350,-75.36430,315.20000,SIDNEY 2.1 NE,077,00974137,36077,Otsego
462,US1NYOT0009,42.85250,-74.97750,411.50000,RICHFIELD SPRINGS 0.5 ESE,077,00974137,36077,Otsego
463,US1NYOT0011,42.65990,-75.05000,406.90000,HARTWICK,077,00974137,36077,Otsego
464,US1NYOT0013,42.63320,-75.31950,345.30000,NEW BERLIN 1.0 NE,077,00974137,36077,Otsego
465,US1NYOT0014,42.54400,-74.76570,512.10000,WORCESTER 4.0 SSW,077,00974137,36077,Otsego
466,US1NYOT0015,42.57210,-74.97970,366.70000,ONEONTA 7.0 NE,077,00974137,36077,Otsego
467,US1NYOT0018,42.71720,-74.75830,404.80000,CHERRY VALLEY 5.6 S,077,00974137,36077,Otsego
468,US1NYOT0022,42.62850,-75.02490,455.10000,MILFORD 4.8 NW,077,00974137,36077,Otsego
469,US1NYOT0024,42.62220,-74.67330,443.20000,EAST WORCESTER 0.1 SW,077,00974137,36077,Otsego
470,US1NYOT0025,42.52170,-75.19600,519.40000,LAURENS 5.5 W,077,00974137,36077,Otsego
471,US1NYOT0026,42.79640,-74.96580,474.60000,RICHFIELD SPRINGS 4.1 SSE,077,00974137,36077,Otsego
472,US1NYOT0029,42.63690,-75.31090,364.50000,NEW BERLIN 1.5 NE,077,00974137,36077,Otsego
473,US1NYOT0030,42.56170,-75.07270,425.80000,MOUNT VISION 1.4 SW,077,00974137,36077,Otsego
474,US1NYPT0001,41.49690,-73.70170,249.00000,CARMEL HAMLET 5.8 N,079,00974138,36079,Putnam
475,US1NYPT0002,41.48070,-73.89110,260.30000,BEACON 4.2 ESE,079,00974138,36079,Putnam
476,US1NYPT0004,41.49700,-73.83690,137.50000,COLD SPRING 8.1 NE,079,00974138,36079,Putnam
477,US1NYPT0008,41.35290,-73.78410,191.10000,MAHOPAC 2.5 WSW,079,00974138,36079,Putnam
478,US1NYQN0002,40.71450,-73.88190,32.30000,MIDDLE VILLAGE 0.5 SW,081,00974139,36081,Queens
479,US1NYQN0026,40.75440,-73.88820,18.00000,JACKSON HEIGHTS 0.3 WSW,081,00974139,36081,Queens
480,US1NYQN0027,40.77810,-73.81060,18.00000,SADDLE ROCK 3.4 WSW,081,00974139,36081,Queens
481,US1NYRC0001,40.54210,-74.14760,10.70000,STATEN ISLAND 4.5 SSE,085,00974141,36085,Richmond
482,US1NYRC0002,40.56740,-74.13270,21.90000,STATEN ISLAND 1.4 SE,085,00974141,36085,Richmond
483,US1NYRL0001,41.07740,-74.05470,135.00000,CHESTNUT RIDGE 0.3 SSW,087,00974142,36087,Rockland
484,US1NYRL0003,41.09550,-74.00990,86.30000,NANUET 0.3 E,087,00974142,36087,Rockland
485,US1NYRL0004,41.13940,-74.04570,159.40000,SPRING VALLEY 1.7 N,087,00974142,36087,Rockland
486,US1NYRL0005,41.08350,-73.99300,81.70000,WEST NYACK 1.3 WSW,087,00974142,36087,Rockland
487,US1NYRN0001,42.63910,-73.56980,192.90000,AVERILL PARK 0.9 WNW,083,00974140,36083,Rensselaer
488,US1NYRN0002,42.63970,-73.57150,193.90000,AVERILL PARK 1.0 WNW,083,00974140,36083,Rensselaer
489,US1NYRN0003,42.87800,-73.53550,182.00000,VALLEY FALLS 2.1 SE,083,00974140,36083,Rensselaer
490,US1NYRN0004,42.89620,-73.35380,141.40000,HOOSICK FALLS 0.3 SSW,083,00974140,36083,Rensselaer
491,US1NYRN0005,42.77300,-73.63740,163.70000,TROY 3.3 NE,083,00974140,36083,Rensselaer
492,US1NYRN0007,42.52840,-73.74760,49.40000,CASTLETON-ON-HUDSON 0.3 SSE,083,00974140,36083,Rensselaer
493,US1NYRN0013,42.79040,-73.56230,209.70000,TROY 6.9 NE,083,00974140,36083,Rensselaer
494,US1NYRN0014,42.66660,-73.64270,177.10000,WYANTSKILL 1.6 SSE,083,00974140,36083,Rensselaer
495,US1NYRN0015,42.73560,-73.66250,132.30000,TROY 0.7 E,083,00974140,36083,Rensselaer
496,US1NYRN0020,42.75930,-73.65280,135.90000,TROY 2.1 NNE,083,00974140,36083,Rensselaer
